degisken,olcu,deger
ozet,hacim,25
ozet,ortalama,72
ozet,orneklem_sd,10
ozet,standart_hata,2
ozet,serbestlik,24
GA95,guven_duzeyi,0.95
GA95,alpha,0.050000000000000044
GA95,kritik_t,2.0638985616280072
GA95,hata_payi,4.1277971232560144
GA95,alt_sinir,67.87220287674398
GA95,ust_sinir,76.12779712325602
GA95,genislik,8.255594246512029
GA99,guven_duzeyi,0.99
GA99,alpha,0.010000000000000009
GA99,kritik_t,2.7969395047743664
GA99,hata_payi,5.593879009548733
GA99,alt_sinir,66.40612099045127
GA99,ust_sinir,77.59387900954873
GA99,genislik,11.187758019097465
