degisken,olcu,deger
ozet,hacim,16
ozet,saat_ort,4.75
ozet,puan_ort,59.5
ozet,sxx,51
ozet,syy,522
ozet,sxy,160
ozet,sse,20.03921568627451
ozet,mse,1.431372549019608
ozet,serbestlik,14
ozet,korelasyon,0.9806175084705627
ozet,r_kare,0.9616106979190143
ozet,egim,3.137254901960784
ozet,sabit,44.59803921568628
ozet,se_egim,0.1675294852023045
ozet,se_sabit,0.8501192896369552
ozet,t_egim,18.72658355138089
ozet,p_egim,2.618312027097683e-11
ozet,kritik_t,2.144786687917806
ozet,egim_alt,2.777939892265159
ozet,egim_ust,3.49656991165641
ozet,sabit_alt,42.77471468013079
ozet,sabit_ust,46.42136375124176
ozet,yeni_saat,6
ozet,ongoru,63.42156862745098
ozet,se_ortalama,0.3651220480301191
ozet,se_birey,1.250874357790308
ozet,ortalama_alt,62.63845971937069
ozet,ortalama_ust,64.20467753553126
ozet,birey_alt,60.73870995660459
ozet,birey_ust,66.10442729829737
uydurulan,satir_01,60.28431372549019
uydurulan,satir_02,54.00980392156863
uydurulan,satir_03,66.55882352941177
uydurulan,satir_04,63.42156862745098
uydurulan,satir_05,63.42156862745098
uydurulan,satir_06,50.87254901960785
uydurulan,satir_07,69.69607843137256
uydurulan,satir_08,57.14705882352941
uydurulan,satir_09,57.14705882352941
uydurulan,satir_10,60.28431372549019
uydurulan,satir_11,54.00980392156863
uydurulan,satir_12,66.55882352941177
uydurulan,satir_13,54.00980392156863
uydurulan,satir_14,60.28431372549019
uydurulan,satir_15,50.87254901960785
uydurulan,satir_16,63.42156862745098
artik,satir_01,-0.2843137254901961
artik,satir_02,-0.009803921568627451
artik,satir_03,1.441176470588235
artik,satir_04,-0.4215686274509804
artik,satir_05,1.57843137254902
artik,satir_06,1.127450980392157
artik,satir_07,0.303921568627451
artik,satir_08,0.8529411764705882
artik,satir_09,-0.1470588235294118
artik,satir_10,0.7156862745098039
artik,satir_11,-2.009803921568627
artik,satir_12,-2.558823529411764
artik,satir_13,0.9901960784313726
artik,satir_14,-0.2843137254901961
artik,satir_15,-0.8725490196078431
artik,satir_16,-0.4215686274509804
