tekrar,ort1,ort5,ort30
1,1.2683374058463284,11.657530469378054,11.594487655092596
2,6.981913916914906,7.281853440267197,7.915307361639027
3,7.170766456062889,9.46638793881176,11.264411404782383
4,19.66117053876467,11.092745172877267,8.866005314985566
5,1.082946499194032,6.8336320241437125,9.641213536195652
6,2.5268122050197164,8.290261452843783,9.44636064872408
7,9.1887068806358,4.889897360056584,14.042499438080906
8,8.131905682184726,12.825989034286419,8.013166286554421
9,15.295800640761037,6.436659017970577,11.563842576383456
10,7.9365605084002375,13.379393166333362,8.094960837904837
11,13.113315833650697,3.6071214689061817,8.919706923259804
12,14.615151126654645,6.362340160635668,10.821792220539837
13,13.904066375848037,11.381210257335548,10.502487119192319
14,8.83148180527467,4.85957157267119,7.96463446349588
15,2.7435011178947453,4.407850786427693,10.624097289847061
16,9.524472741652458,15.470715350718692,11.93263008132697
17,1.1736173595446338,12.557500334181475,9.199068868358449
18,16.969658929441973,16.174070191002546,12.794682280825276
19,5.972096204506006,13.881873370127499,11.74417626865271
20,16.86117510327617,10.985560799516467,7.210575703338961
21,11.557480935278072,5.453477748266128,7.389589165768819
22,11.375265499302513,4.219731912903633,8.548105846211056
23,2.3600675524396566,5.018480044471465,8.519079845110774
24,2.8970158195676525,8.509847921240713,9.522112023684741
25,39.0764998520784,15.479423868840945,7.775656267679249
26,26.495544065742642,8.403049172718408,10.668434932260173
27,16.354528920837794,13.88876055212153,10.408701585240618
28,79.75229461102131,13.991389184717672,8.570844883534612
29,7.206983455115299,5.730921406243139,11.812321054549539
30,0.7938948056784247,11.645450433772826,9.226747661993725
31,4.161134592395674,12.604580526981174,9.804746402298258
32,8.152030398141797,7.580492315294516,7.708912909592365
33,3.4548333915784015,6.084828713806611,12.58378319505488
34,6.114709735142632,8.452359648054035,10.182292933618736
35,20.91310175942301,20.341912713005563,11.610093883541476
36,12.173131972167951,6.234581435923041,11.784483394030419
37,8.613844492882437,6.679235261102153,7.142587689842339
38,0.2505046071016904,13.768036680920005,7.754145189526663
39,12.408523507968088,8.997412228664256,9.47799607066195
40,4.518372141245781,11.52273844655061,8.720487361352657
41,5.485577725007472,11.875679765779664,6.702230817305593
42,5.087832552503034,10.695452509439459,10.835578697629133
43,8.81207934230372,6.970296539906616,11.304180157869089
44,6.900621120235773,11.42299849472881,10.91687429453021
45,1.2380506834533322,10.459301670622722,12.317724000988589
46,7.05946237543763,17.174883761489237,8.72437129188136
47,13.868816949513063,17.647576788991294,8.073379941656551
48,9.167039347033924,5.066768565972204,12.819428949573883
49,6.753676000511004,7.648621074265158,10.693282925673403
50,24.859628525403814,4.249985713542019,7.189408988267542
51,2.992735714394117,7.314719045042542,11.268418972823815
52,5.446688160274351,8.025801683687018,12.553302688553908
53,26.068454303643673,7.456336674880653,9.072884259537327
54,6.523699217035547,4.477914505205357,8.929763822500346
55,7.297846817324352,7.939924958445955,9.821970943946376
56,0.25703664887920935,24.240181967818664,10.35240064862933
57,2.5427936492633623,5.8035334735338875,12.13974793699034
58,1.38111984003314,7.535737547913348,9.69460291078255
59,0.5012314455925609,27.89120382293122,9.229136459922975
60,12.196369822194937,8.688216302554306,12.26153238139563
61,21.788169598029093,21.34558889592676,8.976869696090215
62,1.0822726569746053,6.963495894509917,7.764020634182641
63,9.736807191810927,12.934946109563043,14.77797691170486
64,6.34954355351246,9.526420774512095,8.59891186405989
65,6.579984285751686,14.22012958702678,8.47255926991783
66,2.5997257583118274,6.704187911298372,13.354310323293532
67,21.708659373764558,10.951512710257415,8.34849160863342
68,9.852938909503447,4.310941919309995,13.2663348119712
69,6.102709753455329,8.111102188591818,8.44197159297793
70,6.337582138900509,11.813133836951767,10.559849741063632
71,26.516418447091706,11.403216483304933,9.372833989314206
72,43.603138157989235,5.611775880758382,7.346044300233426
73,7.888484250524,12.566940862588021,13.334918700174326
74,8.205171439750796,6.676512310074187,7.354427103585505
75,11.079172401153063,10.538373728602515,8.694040966220838
76,3.6763085517106946,11.867476197759327,8.36639409686646
77,16.084484154473017,5.038067151429111,8.139588781745514
78,6.969536413133365,11.377215528996814,8.902575874313161
79,6.5179970373920435,6.640901574423045,9.536587638592204
80,21.580527722618015,26.21352946824296,10.879176160332719
81,5.675138508928038,7.2840289879500775,11.964893435333993
82,3.486701314157641,3.6997576861908925,10.555784134064066
83,3.1339097977181885,19.382732398054095,10.511611695835104
84,0.3366978236598305,8.619756646015123,9.955368625882839
85,10.660755261606978,12.817196660457437,8.470308434073225
86,9.094969006931638,14.433584974269868,8.043950271102664
87,6.1290902273075725,17.80981298298639,10.465569589479172
88,7.40005710223569,9.3460432119704,11.291723551345655
89,6.723989759926581,11.037143326004058,8.635665553618315
90,25.44780507391679,5.528894952189719,7.183766766427715
91,3.0125445195969225,12.734594528280486,9.205991976324487
92,6.6469411141880395,7.412358196296957,10.020850877155265
93,7.159385030886569,8.31901451338097,9.735940012510769
94,17.49697663387636,8.693664731837043,11.91919124950361
95,16.500478288861075,7.942463171473223,14.896992953585213
96,8.160789602124948,5.048165747225115,8.545484306897228
97,23.78022495120689,9.961478667709802,8.453842976828334
98,17.80243566587751,8.628158740977096,12.161353990202066
99,3.8075850587113744,9.154083448608047,9.031170276968508
100,24.866485153585238,15.163443001603929,9.311624252028874
101,1.0355546801181361,12.488369221450853,9.562726862253474
102,11.690341026023704,8.932858711273646,7.3060179380950725
103,15.375081702339088,9.688220217144922,8.455287734650355
104,7.239638392041424,4.667122293088431,11.790029223464927
105,6.031615227130314,4.051357572087572,9.664834689106831
106,33.60099685658618,5.308400954161884,9.965933907911289
107,34.1939550771009,6.870432080125298,10.211543236454416
108,18.479475199765258,18.979592475954348,7.763247950588495
109,6.522859851689424,9.203000873432227,8.254090767461168
110,0.6645518895548719,7.389598062928687,7.166957829297605
111,3.098815202645811,10.023761119695775,11.1261705775897
112,6.899936687942683,9.676717012518301,8.68859304612521
113,1.016590912376425,9.265886755420235,11.078815886558095
